Volcano,Event,Magnitude,VEI,SampleID,SampleObservationID,IGSN,Location,Latitude,Longitude,Authors,DOI,TypeOfRegister,TypeOfAnalysis,AnalyzedMaterial,AnalyticalTechnique,TypeOfSection,SectionID,SubSectionID,SubSection_DistanceFromTop_cm,HistoricalAge,RadiocarbonAge,RadiocarbonAgeError,RadiocarbonLabCode,StratigraphicPosition,Ar40Ar39_Age,Ar40Ar39_Age_Error,DepositColor,DepositThickness_cm,GrainSize_min,GrainSize_max,SiO2,TiO2,Al2O3,FeO,Fe2O3,Fe2O3T,FeOT,MnO,MgO,CaO,Na2O,K2O,P2O5,Cl,LOI,Total,SiO2_normalized,TiO2_normalized,Al2O3_normalized,FeOT_normalized,MnO_normalized,MgO_normalized,CaO_normalized,Na2O_normalized,K2O_normalized,P2O5_normalized,Cl_normalized,Total_normalization,Rb,Sr,Y,Zr,Nb,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,Pb,Th,U,La_Yb,Zr_Nb,Sr87_Sr86,Sr87_Sr86_2SE,Nd143_Nd144,Nd143_Nd144_2SE,MeasurementRun,Comments,Flag,FlagDescription
Villarrica,Pucón,5.7,5.0,CLD047A,12F2-G_5,,,-39.3473496,-71.62576014,"Fontijn et al., 2016",https://doi.org/10.1016/j.quascirev.2016.02.015,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,CLD047,CLD047A,,,,,,,,,,,,,57.5664,1.4145,15.3153,,,,10.1304,0.2112,3.7442,7.2283,3.4556,0.9681,0.2559,,,100.2899,57.39999741,1.410411218,15.27102929,10.10111686,0.210589501,3.73337694,7.207405731,3.445611173,0.965301591,0.25516029,,100.2899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21112,,,
Villarrica,Pucón,5.7,5.0,CLD047A,12F2-G_6,,,-39.3473496,-71.62576014,"Fontijn et al., 2016",https://doi.org/10.1016/j.quascirev.2016.02.015,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,CLD047,CLD047A,,,,,,,,,,,,,57.8077,1.3998,15.5235,,,,9.2656,0.1625,3.5403,6.6228,3.5556,1.1616,0.2895,,,99.3289,58.19826858,1.409257527,15.62838207,9.328201561,0.163597906,3.564219477,6.667545901,3.579622849,1.169448167,0.291455961,,99.3289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21112,,,
Villarrica,Pucón,5.7,5.0,CLD047A,12F2-G_7,,,-39.3473496,-71.62576014,"Fontijn et al., 2016",https://doi.org/10.1016/j.quascirev.2016.02.015,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,CLD047,CLD047A,,,,,,,,,,,,,56.8576,1.388,15.32,,,,9.7592,0.1658,3.9873,7.6075,3.5489,0.8557,0.2572,,,99.7472,57.0017003,1.391517757,15.35882711,9.783933785,0.166220205,3.997405441,7.626780501,3.557894357,0.857868692,0.257851849,,99.7472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21112,,,
Villarrica,Pucón,5.7,5.0,CLD047A,12F2-G_8,,,-39.3473496,-71.62576014,"Fontijn et al., 2016",https://doi.org/10.1016/j.quascirev.2016.02.015,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,CLD047,CLD047A,,,,,,,,,,,,,57.1806,1.3413,15.312,,,,9.0948,0.1686,3.609,7.3965,3.6619,0.7914,0.2756,,,98.8317,57.85653793,1.357155649,15.49300477,9.202310595,0.170593038,3.651662371,7.48393481,3.705187708,0.800755223,0.278857897,,98.8317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21112,,,
Villarrica,Pucón,5.7,5.0,CLD047A,12F2-G_9,,,-39.3473496,-71.62576014,"Fontijn et al., 2016",https://doi.org/10.1016/j.quascirev.2016.02.015,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,CLD047,CLD047A,,,,,,,,,,,,,58.3381,1.3659,15.984,,,,9.3587,0.2072,2.5888,7.1286,3.7619,0.9199,0.2591,,,99.9122,58.38936586,1.367100314,15.99804628,9.366924159,0.207382081,2.591074964,7.134864411,3.765205851,0.920708382,0.25932769,,99.9122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21112,,,
Villarrica,Pucón,5.7,5.0,CLD168E,Qu07-B_10,,,-39.50296802,-71.54553797,"Fontijn et al., 2016",https://doi.org/10.1016/j.quascirev.2016.02.015,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,CLD168,CLD168E,,,,,,,,,,,,,56.9977,1.3018,15.7777,,,,9.5959,0.2393,3.6289,7.4349,3.7386,1.0065,0.225,,,99.9463,57.02832421,1.302499442,15.78617718,9.601055767,0.239428573,3.630849766,7.438894686,3.740608707,1.007040781,0.22512089,,99.9463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131213,,,
Villarrica,Pucón,5.7,5.0,CLD168E,Qu07-B_11,,,-39.50296802,-71.54553797,"Fontijn et al., 2016",https://doi.org/10.1016/j.quascirev.2016.02.015,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,CLD168,CLD168E,,,,,,,,,,,,,56.7604,1.2729,15.9631,,,,9.5675,0.1692,3.6661,7.6308,3.6496,0.9502,0.2528,,,99.8826,56.82711503,1.274396141,15.98186271,9.578745447,0.169398874,3.67040906,7.639769089,3.653889666,0.951316846,0.253097136,,99.8826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131213,,,
Villarrica,Pucón,5.7,5.0,CLD168E,Qu07-B_12,,,-39.50296802,-71.54553797,"Fontijn et al., 2016",https://doi.org/10.1016/j.quascirev.2016.02.015,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,CLD168,CLD168E,,,,,,,,,,,,,56.4814,1.2359,15.6038,,,,9.6505,0.2254,3.7505,7.6414,3.5354,0.9338,0.2508,,,99.3089,56.87445939,1.244500745,15.71238832,9.71765874,0.22696858,3.776600083,7.694577223,3.560003182,0.940298402,0.252545341,,99.3089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131213,,,
Villarrica,Pucón,5.7,5.0,CLD168E,Qu07-B_13,,,-39.50296802,-71.54553797,"Fontijn et al., 2016",https://doi.org/10.1016/j.quascirev.2016.02.015,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,CLD168,CLD168E,,,,,,,,,,,,,56.8017,1.3396,15.819,,,,10.1434,0.1757,3.6011,7.551,3.3318,0.9814,0.2391,,,99.9838,56.81090337,1.33981705,15.82156309,10.1450435,0.175728468,3.601683473,7.55222346,3.332339839,0.981559013,0.23913874,,99.9838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131213,,,
Villarrica,Pucón,5.7,5.0,CLD168E,Qu07-B_14,,,-39.50296802,-71.54553797,"Fontijn et al., 2016",https://doi.org/10.1016/j.quascirev.2016.02.015,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,CLD168,CLD168E,,,,,,,,,,,,,57.1366,1.3629,15.8484,,,,9.8997,0.2953,3.6885,7.57,3.5171,0.8982,0.2194,,,100.4361,56.88850921,1.356982201,15.77958523,9.856714866,0.294017788,3.672484296,7.537130574,3.501828526,0.894299958,0.218447351,,100.4361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131213,,,
Villarrica,Pucón,5.7,5.0,CLD168E,Qu07-B_15,,,-39.50296802,-71.54553797,"Fontijn et al., 2016",https://doi.org/10.1016/j.quascirev.2016.02.015,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,CLD168,CLD168E,,,,,,,,,,,,,57.0592,1.3277,16.0576,,,,9.4818,0.2249,3.6241,7.5588,3.5758,0.952,0.2359,,,100.0978,57.00345063,1.326402778,16.04191101,9.47253586,0.224680263,3.620559093,7.551414716,3.572306284,0.951069854,0.235669515,,100.0978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131213,,,
Villarrica,Pucón,5.7,5.0,CLD168E,Qu07-B_16,,,-39.50296802,-71.54553797,"Fontijn et al., 2016",https://doi.org/10.1016/j.quascirev.2016.02.015,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,CLD168,CLD168E,,,,,,,,,,,,,57.1555,1.3975,15.87,,,,9.4784,0.1573,3.5967,7.5164,3.4749,0.9492,0.2456,,,99.8415,57.24623528,1.399718554,15.89519388,9.493447114,0.157549716,3.60240982,7.528332407,3.48041646,0.95070687,0.245989894,,99.8415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131213,,,
Villarrica,Pucón,5.7,5.0,CLD168E,Qu07-B_17,,,-39.50296802,-71.54553797,"Fontijn et al., 2016",https://doi.org/10.1016/j.quascirev.2016.02.015,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,CLD168,CLD168E,,,,,,,,,,,,,56.6087,1.3698,15.5546,,,,9.6776,0.1889,3.7045,7.5411,3.6896,0.8703,0.2535,,,99.4586,56.91684781,1.377256467,15.63927101,9.730279734,0.189928272,3.724665338,7.582149759,3.70968423,0.875037453,0.25487992,,99.4586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131213,,,
Villarrica,Pucón,5.7,5.0,CLD168E,Qu07-B_18,,,-39.50296802,-71.54553797,"Fontijn et al., 2016",https://doi.org/10.1016/j.quascirev.2016.02.015,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,CLD168,CLD168E,,,,,,,,,,,,,56.5426,1.3977,15.8027,,,,9.6254,0.2504,3.5617,7.4377,3.5162,1.0019,0.2431,,,99.3794,56.89569468,1.406428294,15.90138399,9.685508264,0.251963687,3.583941944,7.484146614,3.538157807,1.00815662,0.2446181,,99.3794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131213,,,
Villarrica,Pucón,5.7,5.0,CLD168E,Qu07-B_19,,,-39.50296802,-71.54553797,"Fontijn et al., 2016",https://doi.org/10.1016/j.quascirev.2016.02.015,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,CLD168,CLD168E,,,,,,,,,,,,,56.5204,1.3733,16.1487,,,,9.3091,0.2178,3.6135,7.6278,3.2971,0.8462,0.2583,,,99.2122,56.96920338,1.384204765,16.27692965,9.383019427,0.219529453,3.642193198,7.688368971,3.323280806,0.852919298,0.260351046,,99.2122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131213,,,
Villarrica,Pucón,5.7,5.0,CLD168E,Qu07-B_20,,,-39.50296802,-71.54553797,"Fontijn et al., 2016",https://doi.org/10.1016/j.quascirev.2016.02.015,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,CLD168,CLD168E,,,,,,,,,,,,,56.772,1.3285,15.9862,,,,9.6471,0.1844,3.7194,7.6594,3.781,0.9464,0.1894,,,100.2138,56.65088042,1.325665727,15.95209442,9.626518503,0.184006594,3.711464888,7.64305914,3.772933468,0.944380914,0.188995927,,100.2138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131213,,,
Villarrica,Pucón,5.7,5.0,CLD168E,Qu07-B_21,,,-39.50296802,-71.54553797,"Fontijn et al., 2016",https://doi.org/10.1016/j.quascirev.2016.02.015,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,CLD168,CLD168E,,,,,,,,,,,,,56.928,1.3809,15.8321,,,,9.6417,0.212,3.7849,7.6165,3.8568,0.8279,0.2403,,,100.3211,56.74578927,1.376480122,15.78142584,9.610839594,0.211321447,3.772785585,7.592121697,3.844455454,0.825250122,0.239530866,,100.3211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131213,,,
Villarrica,Pucón,5.7,5.0,CLD168E,Qu07-B_22,,,-39.50296802,-71.54553797,"Fontijn et al., 2016",https://doi.org/10.1016/j.quascirev.2016.02.015,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,CLD168,CLD168E,,,,,,,,,,,,,57.128,1.4541,15.9967,,,,9.6003,0.2381,3.5847,7.4362,3.6726,0.9491,0.241,,,100.3008,56.95667432,1.449739185,15.94872623,9.571508901,0.237385943,3.57394956,7.413898992,3.661585949,0.946253669,0.240277246,,100.3008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131213,,,
Villarrica,Pucón,5.7,5.0,CLD168E,Qu07-B_23,,,-39.50296802,-71.54553797,"Fontijn et al., 2016",https://doi.org/10.1016/j.quascirev.2016.02.015,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,CLD168,CLD168E,,,,,,,,,,,,,56.7849,1.4606,15.9617,,,,9.5316,0.2259,3.6615,7.5993,3.4738,0.9612,0.2345,,,99.895,56.84458682,1.462135242,15.9784774,9.5416187,0.226137444,3.665348616,7.607287652,3.477451324,0.962210321,0.234746484,,99.895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131213,,,
Villarrica,Pucón,5.7,5.0,CLD168E,Qu07-B_24,,,-39.50296802,-71.54553797,"Fontijn et al., 2016",https://doi.org/10.1016/j.quascirev.2016.02.015,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,CLD168,CLD168E,,,,,,,,,,,,,56.8964,1.2692,15.8652,,,,9.871,0.1889,3.7092,7.4176,3.5856,0.8962,0.2512,,,99.9505,56.92457767,1.269828565,15.87305716,9.875888565,0.188993552,3.711036963,7.42127353,3.587375751,0.896643839,0.251324406,,99.9505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131213,,,
Villarrica,Pucón,5.7,5.0,CLD168E,Qu07-B_25,,,-39.50296802,-71.54553797,"Fontijn et al., 2016",https://doi.org/10.1016/j.quascirev.2016.02.015,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,CLD168,CLD168E,,,,,,,,,,,,,56.8653,1.3492,15.8361,,,,9.6348,0.2192,3.5895,7.5739,3.6358,0.9339,0.1997,,,99.8374,56.95791357,1.351397372,15.86189144,9.6504917,0.219557,3.595346033,7.586235218,3.641721439,0.935420995,0.200025241,,99.8374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131213,,,
Villarrica,Pucón,5.7,5.0,CLD168E,Qu07-B_3,,,-39.50296802,-71.54553797,"Fontijn et al., 2016",https://doi.org/10.1016/j.quascirev.2016.02.015,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,CLD168,CLD168E,,,,,,,,,,,,,56.9422,1.3678,15.9085,,,,9.724,0.161,3.7805,7.6135,3.3,0.989,0.2434,,,100.0299,56.92517937,1.36739115,15.90374478,9.721093393,0.160951875,3.779369968,7.611224244,3.299013595,0.988704377,0.243327245,,100.0299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131213,,,
Villarrica,Pucón,5.7,5.0,CLD168E,Qu07-B_4,,,-39.50296802,-71.54553797,"Fontijn et al., 2016",https://doi.org/10.1016/j.quascirev.2016.02.015,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,CLD168,CLD168E,,,,,,,,,,,,,57.0765,1.3989,15.7165,,,,9.823,0.1998,3.6731,7.5306,3.7427,0.9632,0.2241,,,100.3484,56.87833588,1.394043154,15.66193382,9.788895488,0.199106314,3.66034735,7.504454481,3.729705705,0.959855862,0.223321946,,100.3484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131213,,,
Villarrica,Pucón,5.7,5.0,CLD168E,Qu07-B_5,,,-39.50296802,-71.54553797,"Fontijn et al., 2016",https://doi.org/10.1016/j.quascirev.2016.02.015,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,CLD168,CLD168E,,,,,,,,,,,,,56.2261,1.2776,15.7133,,,,9.539,0.1846,3.76,7.4864,3.3375,0.9082,0.2383,,,98.671,56.98340951,1.294807998,15.92494249,9.66748082,0.187086378,3.810643451,7.587234344,3.382452798,0.920432549,0.241509663,,98.671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131213,,,
Villarrica,Pucón,5.7,5.0,CLD168E,Qu07-B_6,,,-39.50296802,-71.54553797,"Fontijn et al., 2016",https://doi.org/10.1016/j.quascirev.2016.02.015,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,CLD168,CLD168E,,,,,,,,,,,,,55.6955,1.3221,15.7026,,,,9.2433,0.1892,3.8006,7.5979,3.8808,0.9659,0.2303,,,98.6282,56.47015762,1.340488826,15.92100434,9.37186322,0.191831545,3.853461789,7.703577679,3.934777275,0.979334511,0.233503197,,98.6282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131213,,,
Villarrica,Pucón,5.7,5.0,CLD168E,Qu07-B_7,,,-39.50296802,-71.54553797,"Fontijn et al., 2016",https://doi.org/10.1016/j.quascirev.2016.02.015,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,CLD168,CLD168E,,,,,,,,,,,,,56.5229,1.3706,15.7507,,,,10.2497,0.1663,3.5448,7.4681,3.2875,0.8971,0.2158,,,99.4735,56.82206819,1.377854403,15.83406636,10.3039503,0.167180204,3.563562155,7.50762766,3.3049003,0.901848231,0.216942201,,99.4735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131213,,,
Villarrica,Pucón,5.7,5.0,CLD168E,Qu07-B_8,,,-39.50296802,-71.54553797,"Fontijn et al., 2016",https://doi.org/10.1016/j.quascirev.2016.02.015,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,CLD168,CLD168E,,,,,,,,,,,,,57.0029,1.4473,15.8776,,,,9.4725,0.2044,3.5812,7.3677,3.482,0.9827,0.2458,,,99.6641,57.19501807,1.452177865,15.93111261,9.504425365,0.205088894,3.593269793,7.392531513,3.493735457,0.986012014,0.246628425,,99.6641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131213,,,
Villarrica,Pucón,5.7,5.0,CLD168E,Qu07-B_9,,,-39.50296802,-71.54553797,"Fontijn et al., 2016",https://doi.org/10.1016/j.quascirev.2016.02.015,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,CLD168,CLD168E,,,,,,,,,,,,,56.3191,1.3431,15.7441,,,,9.662,0.1779,3.7713,7.5361,3.9158,0.936,0.2719,,,99.6773,56.50143011,1.347448215,15.79507069,9.693280215,0.178475942,3.783509385,7.560497726,3.928477196,0.939030251,0.272780262,,99.6773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131213,,,
Villarrica,Pucón,5.7,5.0,CLD182E,Qu11-G-10,,,-39.45075396,-71.553511,"Fontijn et al., 2016",https://doi.org/10.1016/j.quascirev.2016.02.015,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,CLD182,CLD182E,,,,,,,,,,,,,57.14652833,1.291622194,15.69255934,,,,9.801721635,0.177085305,3.988921523,7.124431945,3.123504639,1.076518575,0.22110651,0.06177928,,99.644,57.31516141,1.295433628,15.73886635,9.830645431,0.177607864,4.000692389,7.145455355,3.132721756,1.079695262,0.221758971,0.061961584,99.70577928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210314,,,
Villarrica,Pucón,5.7,5.0,CLD182E,Qu11-G-2,,,-39.45075396,-71.553511,"Fontijn et al., 2016",https://doi.org/10.1016/j.quascirev.2016.02.015,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,CLD182,CLD182E,,,,,,,,,,,,,57.4021778,1.184684734,15.99924738,,,,10.21090178,0.225130123,3.661116083,7.45731024,2.891671353,1.060613022,0.255147472,0.075261,,100.348,57.1602408,1.17969156,15.93181423,10.16786517,0.224181251,3.645685319,7.42587939,2.879483622,1.056142782,0.254072084,0.074943792,100.423261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210314,,,
Villarrica,Pucón,5.7,5.0,CLD182E,Qu11-G-3,,,-39.45075396,-71.553511,"Fontijn et al., 2016",https://doi.org/10.1016/j.quascirev.2016.02.015,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,CLD182,CLD182E,,,,,,,,,,,,,57.32965763,1.1715652,15.69457155,,,,10.03284016,,3.666768965,7.09342209,3.201544526,1.043503419,0.262126458,0.06168752,,99.496,57.58436044,1.176770201,15.76429901,10.07741382,0.0,3.683059597,7.124936574,3.21576827,1.048139471,0.263291027,0.061961584,99.55768752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210314,,,
Villarrica,Pucón,5.7,5.0,CLD182E,Qu11-G-4,,,-39.45075396,-71.553511,"Fontijn et al., 2016",https://doi.org/10.1016/j.quascirev.2016.02.015,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,CLD182,CLD182E,,,,,,,,,,,,,57.22180338,1.191995799,15.85824806,,,,9.089593492,0.05404515,3.597004956,7.396178805,3.759140405,0.960802659,0.224187287,0.10630771,,99.353,57.53287923,1.198475866,15.94445852,9.139007401,0.054338957,3.616559414,7.436386775,3.779576283,0.966025887,0.22540604,0.106885632,99.4593077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210314,,,
Villarrica,Pucón,5.7,5.0,CLD182E,Qu11-G-5,,,-39.45075396,-71.553511,"Fontijn et al., 2016",https://doi.org/10.1016/j.quascirev.2016.02.015,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,CLD182,CLD182E,,,,,,,,,,,,,57.4777937,1.271305092,15.7127708,,,,9.381251343,0.217052089,3.880931358,7.422781343,3.361806777,1.031247482,0.25006001,0.03100217,,100.007,57.45595919,1.270822152,15.70680188,9.377687619,0.216969636,3.87945708,7.419961597,3.360529703,1.030855735,0.249965018,0.030990393,100.0380022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210314,,,
Villarrica,Pucón,5.7,5.0,CLD182E,Qu11-G-6,,,-39.45075396,-71.553511,"Fontijn et al., 2016",https://doi.org/10.1016/j.quascirev.2016.02.015,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,CLD182,CLD182E,,,,,,,,,,,,,58.56891862,1.19365051,16.34290648,,,,8.26250286,0.298162491,3.767052951,7.646166972,3.768053496,0.780425313,0.29416031,0.07165462,,100.922,57.99267176,1.181906442,16.18211217,8.18120989,0.295228935,3.729989736,7.570937997,3.730980436,0.772746878,0.291266131,0.070949626,100.9936546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210314,,,
Villarrica,Pucón,5.7,5.0,CLD182E,Qu11-G-7,,,-39.45075396,-71.553511,"Fontijn et al., 2016",https://doi.org/10.1016/j.quascirev.2016.02.015,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,CLD182,CLD182E,,,,,,,,,,,,,57.45484918,1.157722365,15.94494891,,,,10.59761242,0.213132985,3.708313817,7.45965448,3.0869261,1.064664301,0.281175441,0.08178489,,100.969,56.85740021,1.145683694,15.77914405,10.48741228,0.210916704,3.669752611,7.38208465,3.054826445,1.053593302,0.278251615,0.080934443,101.0507849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210314,,,
Villarrica,Pucón,5.7,5.0,CLD182E,Qu11-G-9,,,-39.45075396,-71.553511,"Fontijn et al., 2016",https://doi.org/10.1016/j.quascirev.2016.02.015,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,CLD182,CLD182E,,,,,,,,,,,,,57.32311247,1.114507693,16.01829683,,,,10.15162438,0.263119859,3.954801536,7.431385228,3.297502115,1.120510428,0.306139456,0.05957879,,100.981,56.73276337,1.103029799,15.85333044,10.04707663,0.260410087,3.914072528,7.354852196,3.263542385,1.108970714,0.302986641,0.058965211,101.0405788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210314,,,
Villarrica,Pucón,5.7,5.0,CLD406E,FXV-II-C_1,,,-39.430254,-71.489618,"Fontijn et al., 2016",https://doi.org/10.1016/j.quascirev.2016.02.015,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,CLD406,CLD406E,,,,,,,,,,,,,56.6944,1.3546,16.8506,,,,9.4395,0.1727,3.3272,7.138,3.6709,0.9239,0.2214,,,99.7932,56.81188698,1.357407118,16.88551925,9.459061339,0.173057884,3.334094908,7.152791974,3.678507153,0.925814585,0.221858804,,99.7932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130415,,,
Villarrica,Pucón,5.7,5.0,CLD406E,FXV-II-C_10,,,-39.430254,-71.489618,"Fontijn et al., 2016",https://doi.org/10.1016/j.quascirev.2016.02.015,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,CLD406,CLD406E,,,,,,,,,,,,,56.8131,1.2318,16.2306,,,,9.5142,0.1904,3.5774,7.0127,3.5632,0.9237,0.2448,,,99.3019,57.21250047,1.240459649,16.34470237,9.581085558,0.191738527,3.602549397,7.061999821,3.58824957,0.930193682,0.246520963,,99.3019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130415,,,
Villarrica,Pucón,5.7,5.0,CLD406E,FXV-II-C_11,,,-39.430254,-71.489618,"Fontijn et al., 2016",https://doi.org/10.1016/j.quascirev.2016.02.015,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,CLD406,CLD406E,,,,,,,,,,,,,57.4465,1.3351,15.7264,,,,9.9619,0.1947,3.498,7.298,3.498,1.0108,0.1935,,,100.1629,57.35307185,1.332928659,15.70082336,9.945698457,0.19438335,3.492311025,7.286130893,3.492311025,1.009156085,0.193185301,,100.1629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130415,,,
Villarrica,Pucón,5.7,5.0,CLD406E,FXV-II-C_12,,,-39.430254,-71.489618,"Fontijn et al., 2016",https://doi.org/10.1016/j.quascirev.2016.02.015,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,CLD406,CLD406E,,,,,,,,,,,,,56.7621,1.2248,16.3981,,,,9.4324,0.1803,3.4857,7.0985,3.5152,0.9171,0.3003,,,99.3145,57.15388992,1.233253956,16.51128486,9.4975054,0.181544487,3.509759401,7.147496086,3.539463019,0.923430113,0.302372765,,99.3145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130415,,,
Villarrica,Pucón,5.7,5.0,CLD406E,FXV-II-C_13,,,-39.430254,-71.489618,"Fontijn et al., 2016",https://doi.org/10.1016/j.quascirev.2016.02.015,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,CLD406,CLD406E,,,,,,,,,,,,,56.6325,1.3489,16.3319,,,,9.5339,0.1742,3.5339,6.9349,3.4742,0.9416,0.2569,,,99.1629,57.1105726,1.360286962,16.46976843,9.614381992,0.175670538,3.563732001,6.993442104,3.503528033,0.949548672,0.259068664,,99.1629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130415,,,
Villarrica,Pucón,5.7,5.0,CLD406E,FXV-II-C_14,,,-39.430254,-71.489618,"Fontijn et al., 2016",https://doi.org/10.1016/j.quascirev.2016.02.015,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,CLD406,CLD406E,,,,,,,,,,,,,56.5651,1.3769,15.9631,,,,10.2088,0.1739,3.614,6.9497,3.1951,1.0455,0.2698,,,99.3619,56.92835986,1.385742422,16.06561469,10.2743607,0.175016782,3.637209031,6.994330825,3.215618864,1.052214179,0.27153265,,99.3619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130415,,,
Villarrica,Pucón,5.7,5.0,CLD406E,FXV-II-C_15,,,-39.430254,-71.489618,"Fontijn et al., 2016",https://doi.org/10.1016/j.quascirev.2016.02.015,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,CLD406,CLD406E,,,,,,,,,,,,,57.2033,1.4098,15.9786,,,,9.6068,0.1835,3.5231,7.0336,3.6592,1.0281,0.3284,,,99.9544,57.2293966,1.410443162,15.98588957,9.611182699,0.183583714,3.524707267,7.036808785,3.660869356,1.028569027,0.328549819,,99.9544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130415,,,
